,townland,town,population,lat,lng
11087,Drumbarnet Upper,Newtown Cunningham,48,54.963611,-7.576111
11089,Drumbeagh (ED Killybegs),Killybegs,82,54.642341650000006,-8.444212903530254
11090,Drumbeagh (ED Tantallon),Tantallon,60,54.6558036,-8.234705041368873
11091,Drumbeg (ED Feddyglass),Feddyglass,13,54.8822592,-7.5458434
11092,Drumbern,Millford,225,55.09666285,-7.691346374314781
11093,Drumboarty,Eanymore,20,54.704159250000004,-8.160495325574376
11094,Drumboe Lower,Stranorlar,437,54.80621945,-7.787162553038545
11095,Drumboe Upper,Stranorlar,22,54.81535005,-7.783329546732625
11096,Drumboghill,Dawros,12,54.8250257,-8.483209021135405
11097,Drumbologe,Templedouglas,12,54.965833,-7.871111
11098,Drumboy (ED Clonleigh South),Clonleigh South,426,54.8412541,-7.491827827806925
11099,Drumboy (ED Newtown Cunningham),Newtown Cunningham,7,55.015556,-7.5375
11100,Drumbrick,Kilmacrenan,38,55.04026615,-7.8102539917534735
11101,Drumbristan Glebe,Ballintra,14,54.60109505,-8.140723720578269
11102,Drumcannon,Gleneely,33,54.7758394,-7.670937278090468
11103,Drumcarbit,Malin,248,55.303988,-7.249196235367108
11104,Drumcarn,Kincraigy,47,54.92954855,-7.606924637814253
11105,Drumcavany,Templedouglas,75,54.98634595,-7.8535613664735315
11106,Drumchory Glebe,Ballintra,7,54.5964071,-8.139989550185183
11108,Drumcliff,Donegal,74,54.65438815,-8.118863148006277
11109,Drumcoe,Tantallon,64,,
11111,Drumconor,Tantallon,74,54.644444,-8.255556
11112,Drumcroagh,Tullynaught,11,54.64883965,-8.059229065467969
11113,Drumcrow,Feddyglass,17,54.881578000000005,-7.520287542490358
11114,Drumderrydonan,Allt na Péiste,29,54.810146849999995,-8.008456305044838
11115,Drumdeevin,An Tearmann,31,55.051814300000004,-7.843223858240829
11116,Drumdoit,Urney West,87,54.7731159,-7.5728346
11117,Drumduff,Bonnyglen,36,54.65531205,-8.257695657691482
11118,Drumdutton,Glen,6,55.13423365,-7.832072083301758
11119,Drumearn,St. Johnstown,23,54.89467005,-7.47285497331589
11121,Drumenan (ED Killymasny),Killymasny,84,54.920055000000005,-7.878885702860693
11122,Drumenan (ED St. Johnstown),St. Johnstown,60,54.9159711,-7.473865983282474
11124,Drumfad (ED Feddyglass),Feddyglass,16,54.87677015,-7.553866769779104
11127,Drumfergus,Gleneely,68,54.779722,-7.6725
11128,Drumfin (ED Inver),Inver,17,54.66016145,-8.305019781146733
11129,Drumgorman (ED Tantallon),Tantallon,42,54.6332664,-8.2609569
11130,Drumgorman Barr,Tantallon,19,54.642782,-8.234837162021952
11131,Drumgornan,Donegal,32,54.6733755,-8.119245730305568
11132,Drumgowan,Donegal,53,55.039722,-7.485833
11133,Drumgreggan,Magheraboy,38,54.9485107,-7.674245114869022
11134,Drumgumberland,Convoy,47,54.854444,-7.685833
11137,Drumhaggart,Birdstown,134,55.06542835,-7.338692915008652
11138,Drumhallagh Lower,Killygarvan,20,55.1374752,-7.5614077
11139,Drumhallagh Upper,Killygarvan,31,55.134749049999996,-7.568432863890713
11140,Drumharriff,Pettigoe,45,54.54283025,-7.8382835928140615
11141,Drumherrive,Glenalla,60,55.06908595,-7.6094327750796795
11142,Drumhome,Ballintra,15,54.5788297,-8.174908023742997
11143,Druminardagh,Tullynaught,24,54.64407935,-8.027469985453074
11145,Druminderry Upper and Lower,Illies,19,55.144531,-7.3961968918242444
11146,Drumineney,Raphoe,10,54.854401300000006,-7.617905561084275
11148,Druminnin,Clogher,136,54.6829973,-8.018731629700422
11149,Drumirrin,Gleann Gheis,13,54.7851034,-8.529142527954164
11150,Drumkeeghan,Donegal,12,54.6617678,-8.156921322708895
11151,Drumkeelan,Tantallon,35,54.665515850000006,-8.207023887026093
11152,Drumkeen,Convoy,282,54.8669884,-7.7525927
11153,Drumlackagh,Glen,19,55.1347576,-7.8454579
11154,Drumlaghdrid,An Machaire,74,54.8975372,-8.3279865
11155,Drumlaght,Donegal,24,54.663945600000005,-8.089085094634811
11156,Drumlaghtafin,Inver,24,54.6775538,-8.2806648
11157,Drumlask,Tullynaught,33,54.63884955,-8.066565499180314
11158,Drumleavalliagh,An Craoslach,7,55.08196575,-7.907893742036858
11159,Drumlee,Gleneely,27,55.23871775,-7.122612127696499
11160,Drumleene,Clonleigh North,91,54.87564075,-7.498024605129968
11161,Drumlonagher,Donegal,121,54.6610359,-8.0868037
11163,Drumlougher,Castleforward,25,54.973387,-7.491290099980754
11164,Drumlurgagh,An Tearmann,25,55.040294700000004,-7.8223474806437245
11166,Drummacacullen,Bonnyglen,18,54.67060305,-8.270746892280354
11167,Drummacaladdery,Creamhghort,11,,
11168,Drummacanoo,Templedouglas,108,,
11169,Drumman,Ballyarr,6,55.0404757,-7.706523525429133
11170,Drummanus Glebe,Ballintra,11,54.60468535,-8.11974963246628
11171,Drummay,Castleforward,20,54.984502500000005,-7.494986566145711
11173,Drummeenanagh (ED Lough Eask),Loch Iascaigh,24,,
11174,Drummenny Lower,Tullynaught,46,54.6507543,-8.082007896960786
11175,Drummenny Middle,Tullynaught,9,54.6525091,-8.064544915839349
11176,Drummenny Upper,Tullynaught,10,,
11177,Drummucklagh,Feddyglass,40,,
11178,Drummurphy,Cloghard,9,54.785556,-7.630833
11180,Drumnacarry (ED Bonnyglen),Bonnyglen,12,54.6780296,-8.25891503470694
11181,Drumnacarry (ED Creeslough),An Craoslach,18,55.08689115,-7.89876231062072
11182,Drumnacarry (ED Lough Eask),Loch Iascaigh,10,54.682366,-8.056872146591182
11184,Drumnacart Mountain Pasture,Anagaire,40,55.00825675,-8.34837661293554
11185,Drumnacraig,Fánaid Thuaidh,11,55.23633075,-7.620495931039823
11186,Drumnacroil,Ballintra,23,54.58933705,-8.13309014724372
11187,Drumnacross (ED Lettermore),Lettermore,12,54.8599659,-7.7609347
11188,Drumnacross (ED Ardara),Ard an Rátha,35,54.76857385,-8.324651602808032
11189,Drumnafinnagle,An Leargaidh Mhór,46,54.63482605,-8.573347980223787
11190,Drumnagahan,Clogher,12,54.6738258,-8.053942894606566
11191,Drumnagroagh,Carrickboy,18,54.486313749999994,-8.17014968617681
11192,Drumnaha (ED Clonleigh South),Clonleigh South,20,54.84143605,-7.535820824730559
11193,Drumnaha (ED Glenleheen),Gleann Léithín,7,54.890556,-8.146667
11194,Drumnaha (ED Urney West),Urney West,13,54.7793282,-7.555036574046383
11195,Drumnaheark East,Eanymore,17,54.6840541,-8.186069727866823
11196,Drumnaheark West,Eanymore,7,54.68482625,-8.200631799232125
11197,Drumnahoagh,Letterkenny Rural,167,54.94506915,-7.707699147800771
11198,Drumnahough,Mín Charraigeach,12,54.931567,-7.900579288813813
11199,Drumnahoul,Tullynaught,9,54.6544679,-8.047569453210865
11201,Drumnakilly,Inver,46,54.647778,-8.304167
11204,Drumnalost,Eanymore,16,54.67501565,-8.192837938085646
11206,Drumnaraw,An Craoslach,46,55.09475655,-7.897884003037383
11210,Drumnasillagh,Na Gleannta,336,54.7942856,-8.268421855298508
11213,Drumnaskea (ED Castlewray),Castlewray,62,54.9933566,-7.6706813
11215,Drumnatinny,Na Croisbhealaí,52,55.15339485,-8.102402898810446
11218,Drumoghill (ED Kincraigy),Kincraigy,89,54.936944,-7.593611
11219,Drumoghill (ED Termon),An Tearmann,23,55.04676895,-7.852881840107525
11222,Drumrat,Donegal,41,54.6536263,-8.089695007092903
11223,Drumreagh,Cill Charthaigh,20,54.640373249999996,-8.60147016802891
11224,Drumroe,Cill Ghabhlaigh,44,54.710435700000005,-8.707690748736368
11225,Drumrone,Eanymore,46,54.6908564,-8.197290730093167
11226,Drumroosk,Donegal,10,54.666958699999995,-8.114261755479252
11228,Drumroosk Middle,Donegal,324,54.6631181,-8.103990729261364
11229,Drumroosk West,Donegal,497,54.66084955,-8.110294581979455
11230,Drumsallagh,Mín an Lábáin,11,54.966899,-7.958775495125977
11232,Drumskellan,Three Trees,134,55.0941438,-7.2377279
11233,Drumstevlin,Donegal,39,54.66274035,-8.145635422795824
11235,Drung (ED Redcastle),Redcastle,264,55.16811975,-7.188536738687757
11236,Dunaff,Dunaff,139,55.27389,-7.503062811893605
11237,Dunagard,Ardmalin,29,55.34964685,-7.275039639455745
11238,Dundee,St. Johnstown,250,,
11239,Dundooan Lower,Ros Goill,51,55.22862465,-7.80366993995843
11240,Dundooan Upper,Ros Goill,22,55.21691915,-7.814760505163177
11241,Dundrean,Birdstown,133,55.0485028,-7.354858183145183
11243,Dunduffsfort,Newtown Cunningham,31,54.9598868,-7.566909070038255
11244,Dunfanaghy,Dún Fionnachaidh,168,55.1833879,-7.9717773
11245,Dunglow,An Clochán Liath,692,54.947435,-8.35538971357801
11246,Dungorman,Cloghard,46,54.785658600000005,-7.627029767743267
11247,Dunkineely,Dunkineely,156,54.6313,-8.3606983
11249,Dunlewy Near,Dún Lúiche,17,55.0183741,-8.09429188171941
11250,Dunmore (ED Annagary),Anagaire,32,55.0629673,-8.32968332793918
11251,Dunmore (ED Carrickart),Carraig Airt,76,55.1518197,-7.8034834
11252,Dunmore (ED Carrowkeel),An Cheathrú Chaol,13,55.1232366,-7.647521968966152
11253,Dunmore (ED Cross Roads),Na Croisbhealaí,127,,
11254,Dunmore (ED Killea),Killea,243,54.9566128,-7.4160812298349565
11255,Dunmuckrum,Bundoran Rural/Ballyshannon Urban,116,54.486111,-8.214722
11256,Dunnaloob,Urney West,36,54.7872149,-7.555241170921193
11257,Dunree,Desertegny,38,55.197768999999994,-7.543837137608294
11258,Dunross,Culdaff,146,55.28020815,-7.1616664667498515
11259,Duntinny,Grianfort,10,55.19828135,-7.640778976394146
11260,Dunwiley,Stranorlar,101,54.8192466,-7.763886437638696
11261,Durnesh,Ballintra,13,54.569033450000006,-8.194811698040432
11262,Eddrim Glebe,Donegal,52,54.66235385,-8.168146091667792
11263,Eden,Dawros,18,,
11265,Edenacarnan South,Edenacarnan,14,54.98576335,-7.768353449165248
11266,Edenagor,Carrickboy,21,54.4879931,-8.125333471271833
11267,Edenamoghil,Gleneely,50,54.76201455,-7.7090622561649464
11268,Edenamuck,Eanymore,12,54.67690435,-8.20901904840321
11269,Edenfinfreagh,An Ghrafaidh,8,54.79841345,-8.158500586097112
11270,Edenmore (ED Clonleigh North),Clonleigh North,38,54.85137905,-7.491318419850694
11271,Edenmore (ED Gleneely),Gleneely,68,54.79483305,-7.74765264091052
11272,Edergole (ED Glengesh),Gleann Gheis,71,54.75235335,-8.418639989005474
11273,Edergole (ED Lough Eask),Loch Iascaigh,5,54.7308852,-8.0452826
11277,Eighterross,Castlewray,20,54.9889618,-7.6456457
11278,Elaghbeg,Birdstown,178,,
11279,Eleven Ballyboes,Greencastle,331,55.2091164,-6.973335612298245
11280,Ellistrin Big,Gortnavern,25,55.00081555,-7.720900542121428
11281,Ellistrin Little,Gortnavern,27,54.99798145,-7.728656491677136
11282,Elly,Killygarvan,12,55.13012455,-7.589455182428021
11283,Errarooey Beg,Dún Fionnachaidh,23,55.1557169,-8.062690461291622
11284,Errarooey More,Dún Fionnachaidh,40,55.165030599999994,-8.055792709979677
11285,Errity,Manorcunningham,18,54.95083225,-7.610573921388027
11286,Errity Churchland,Manorcunningham,65,54.953660299999996,-7.6154711825125645
11287,Eskaheen,Kilderry,202,55.098677300000006,-7.2861498027867775
11288,Evishbreedy,Illies,11,55.1792889,-7.315968186273224
11290,Faiafannan,Killybegs,26,54.66182025,-8.432632768377287
11291,Falbane,Mín an Lábáin,29,54.97739985,-7.908641888127911
11292,Falcarragh,Na Croisbhealaí,118,55.136161,-8.1031097
11293,Falchorrib,An Machaire,45,54.89757575,-8.39333844897388
11295,Fallagowan (Aran Island),Árainn Mhór,38,54.9815404,-8.494344357430101
11297,Fallard or Calhame,Gortnavern,115,54.9889101,-7.7202918
11298,Fallask,Illies,44,55.179722,-7.406944
11300,Fanaghans,Inver,92,54.644645,-8.299368630501245
11301,Fanavolty,Fánaid Thuaidh,11,55.2339468,-7.687365048676563
11302,Farnagh,Rathmelton,28,55.0366939,-7.59235915722189
11304,Farragans (ED Lettermacaward),Leitir Mhic an Bhaird,32,54.855582150000004,-8.341140556160784
11305,Farranmacbride,Cill Ghabhlaigh,5,54.714094,-8.721227988856995
11307,Faugher,Cill Ghabhlaigh,14,55.172778,-7.916667
11309,Fawans,An Tearmann,24,55.06490185,-7.817410399749465
11310,Fawnaboy,Gort an Choirce,129,55.0871613,-8.1329728
11311,Fawninoughan,Glenalla,41,55.06638805,-7.666481210723392
11312,Fawnmore,Dún Fionnachaidh,34,55.1568611,-8.039075605717407
11313,Faymore,An Craoslach,45,55.12432285,-7.947084141200019
11315,Feddyglass,Feddyglass,22,54.87633235,-7.531886451853296
11316,Fegart,Ballyliffin,61,55.2983544,-7.323030276923079
11317,Figart (ED Dunfanaghy),Dún Fionnachaidh,50,55.179915300000005,-7.987538077987944
11318,Figart (ED Figart),Figart,42,54.85918905,-7.630678486759929
11319,Figary,Fahan,190,55.08966345,-7.472680311379659
11320,Fincashel,Pettigoe,10,54.55373865,-7.8791781727248065
11321,Findrum,Convoy,33,54.8467718,-7.674292799023682
11322,Finnabanes,Clogher,95,54.671111,-8.035833
11323,Finnadoos,Tullynaught,51,54.666260949999995,-8.02565642773221
11324,Finnadork Glebe,Convoy,16,54.8765817,-7.69749176501129
11325,Finner,Bundoran Rural/Bundoran Urban,528,54.5290697,-8.2268451
11326,Fintown,Baile na Finne,88,54.870556,-8.113333
11327,Fintragh,Crownarad,275,54.660647350000005,-8.50338613881549
11329,Flemingstown,Figart,7,54.879265399999994,-7.668951491176479
11331,Foffanagh,Illies,69,55.1566804,-7.399012
11332,Forquar,Millford,343,55.08122335,-7.695115220699019
11333,Fortstewart,Rathmelton,12,55.03063235,-7.5722403017739275
11334,Foxhall,Templedouglas,24,54.9413277,-7.8411366
11335,Foyagh,Ballintra,16,54.5676698,-8.1723145
11336,Foyfin,Urney West,25,54.7884093,-7.572953712748151
11337,Fraugher,Ards,65,,
11338,Freehold,Gleneely,16,55.2542774,-7.176763092133349
11340,Friary,Loch Iascaigh,88,54.70141945,-8.06222842961754
11341,Fycorranagh,Corravaddy,40,54.927887049999995,-7.714742534302006
11342,Gaddyduff,Straid,222,55.2650512,-7.412239303850102
11343,Galdonagh,Treantaghmucklagh,146,54.947037699999996,-7.565369739467898
11344,Galdonagh Glebe,Treantaghmucklagh,63,54.93331365,-7.56934633565237
11345,Galwolie (ED Cloghan),An Clochán,26,,
11346,Galwolie (ED Lettermacaward),Leitir Mhic an Bhaird,47,54.87840545,-8.274376461583005
11347,Gannew and Curreen,Málainn Bhig,50,54.701793550000005,-8.711803607536512
11348,Gargrim,Eanymore,38,54.678179400000005,-8.245473525578472
11349,Garrisonhill,Gleneely,24,54.790884399999996,-7.699092931542879
11350,Garrowcarry,Edenacarnan,95,54.98028705,-7.7966645425919054
11352,Garrygort,Millford,18,55.101389,-7.672778
11353,Garrymore,Millford,10,55.10908875,-7.649381678902866
11354,Garshooey,Killea,59,54.982000299999996,-7.432811181419087
11356,Garvagh,Tawnawully,29,54.7075,-8.026667
11357,Garvan,An Clochán,35,54.82965825,-7.9734953870104155
11358,Garvanagh,Cavangarden,50,54.5492907,-8.113198750347067
11359,Garvary (ED Birdstown),Birdstown,165,55.073338750000005,-7.385298392983367
11362,Garvegort Glebe,Ard an Rátha,30,54.7707369,-8.365775882745861
11363,Garveross,Cill Ghabhlaigh,11,54.715710400000006,-8.743297902781539
11364,Gilbertstown,Dunkineely,24,54.66436105,-8.384815289237377
11365,Gillystown,St. Johnstown,22,54.9053696,-7.48333536752907
11366,Glack,Críoch na Sméar,23,55.1951908,-7.5160565
11367,Glack or Bohullion,Inch Island,28,55.073061949999996,-7.500300690953244
11368,Glackadrumman,Culdaff,30,,
11370,Glasalt or Treanfasy,Carndonagh,83,,
11371,Glasbolie,Ballintra,78,54.55348895,-8.15006893185337
11372,Glashagh,Mín an Chladaigh,202,54.9795313,-7.7843186
11373,Glashagh Beg,An Clochán,15,,
11374,Glashagh More,An Clochán,19,,
11375,Glashbeggan,Inis Mhic an Doirn,47,54.9644866,-8.414383995492074
11377,Glaskeeragh,Templecarn,7,54.56507785,-7.99738611390682
11378,Glasly,Convoy,68,54.8567014,-7.683435180389428
11379,Glasmullan (ED Killea),Killea,13,54.94784035,-7.411167272464503
11380,Glasmullan (ED Mintiaghs),Mintiaghs,57,55.2144269,-7.410155
11382,Glassan,Críoch na Sméar,11,55.0898718,-7.946128383979969
11383,Glasserchoo,Gort an Choirce,154,55.140371200000004,-8.206375860993802
11384,Glebe (ED Carndonagh),Carndonagh,54,55.27027235,-7.287847213236207
11386,Glebe (ED Castlewray),Castlewray,604,54.957931450000004,-7.688594779704405
11388,Glebe (ED Clonleigh North),Clonleigh North,18,,
11389,Glebe (ED Cross Roads),Na Croisbhealaí,12,55.137845,-8.127592103645114
11390,Glebe (ED Desertegny),Desertegny,36,55.18291415,-7.510471352778696
11391,Glebe (ED Donegal),Donegal,245,54.9556707,-7.454220288700347
11392,Glebe (ED Fahan),Fahan,9,55.0821794,-7.459139537842445
11395,Glebe (ED Killybegs),Killybegs,70,54.6277693,-8.44571118569857
11400,Glebe (ED Rosguill),Ros Goill,24,55.2182478,-7.8244488959279686
11401,Glebe (ED Stranorlar),Stranorlar,205,54.80603025,-7.760496302744658
11404,Glebe Large,Fahan,18,55.07832835,-7.4527858230256605
11406,Glen,Tantallon,20,,
11407,Glen Lower,Rathmelton,39,55.0452425,-7.674854724853146
11410,Glenalla,Glenalla,79,55.09958385,-7.623929540731144
11413,Glencar Irish,Letterkenny Rural,1008,54.9644086,-7.7502233
11414,Glencar Scotch,Letterkenny Rural,1921,54.9631905,-7.7655659
11415,Glencash,Clonleigh North,59,54.8655978,-7.492445560879425
11416,Glencaw,Whitecastle,14,55.1520654,-7.1916289
11417,Glencoagh,Tantallon,136,54.6557514,-8.201496476595743
11418,Glencovet,Knock,90,54.78582735,-7.75875227355507
11419,Glencross,Rathmullan,24,55.1148673,-7.560696341608965
11420,Glencrow,Castlecary,150,55.1951777,-7.060757608610508
11422,Gleneely,Gleneely,32,54.766667,-7.683333
11423,Glenfad,Clonleigh North,49,54.86718835,-7.467871318643255
11424,Glengad,Carthage,543,,
11425,Glengesh,Gleann Gheis,62,54.740833,-8.446944
11426,Glengillagrana High,Glen,55,55.1313084,-7.796701980889075
11427,Glenieraragh,Glen,54,55.1,-7.816667
11429,Glenkeen,Millford,24,55.08233945,-7.679410077309351
11430,Glenkeeragh,Templedouglas,72,54.95359605,-7.833142416477065
11431,Glenkeeran,Magheraboy,13,54.903211299999995,-7.684014331164853
11432,Glenkeo (ED Carrickart),Carraig Airt,30,55.1552607,-7.7896009
11433,Glenkeo (ED Edenacarnan),Edenacarnan,27,54.96897525,-7.795772681721685
11434,Glenleary,Rathmelton,99,55.1641945,-7.6735328
11435,Glenlee,Killybegs,11,54.629129000000006,-8.466631816976962
11437,Glenmacannive,Na Gleannta,17,54.805400399999996,-8.262244828875108
11438,Glenmakee,Carndonagh,152,55.2581646,-7.3051458172562285
11439,Glenmaquin Upper,Kincraigy,30,54.8917339,-7.6533222664747385
11440,Glenmaquin Lower,Kincraigy,146,54.9051592,-7.660683822293304
11441,Glenmenagh,Glen,29,55.12383345,-7.803614433165565
11442,Glennagiveny,Greencastle,24,55.2418744,-6.996695195437949
11443,Glennahilt,Inis Mhic an Doirn,14,54.99369835,-8.42812209378576
11446,Glenree,Carraig Airt,30,55.152778,-7.826389
11448,Glentidaly,Glenalla,11,55.08288055,-7.6311681412733865
11449,Glentidaly Glebe,Glenalla,25,55.087381449999995,-7.643251786755353
11452,Glentown,Treantaghmucklagh,18,54.888297,-7.5854466
11453,Glinsk,Fánaid Thiar,48,55.208611,-7.781944
11454,Gobnascale,Convoy,8,54.8534569,-7.718876914316239
11455,Gola,Machaire Chlochair,5,,
11456,Goladoo,Tawnawully,18,54.71777005,-8.034667978735502
11457,Golan,Millford,41,55.0909354,-7.751145364903582
11458,Goland,Goland,121,54.7796381,-7.832557063972681
11459,Golard,Laghy,23,54.626025850000005,-8.047636857912593
11460,Goldrum,Loch Caol,39,55.06490185,-7.809002956365774
11461,Goorey,Malin,7,55.3079746,-7.302062264172006
11464,Gort (ED Straid),Straid,4,,
11465,Gort Glebe,Raphoe,22,54.868318599999995,-7.61298800600712
11471,Gortahork (ED Gleneely),Gleneely,48,54.75761585,-7.747941216933035
11472,Gortahork (ED Gortahork),Gort an Choirce,109,55.119517,-8.1344091
11473,Gortalaban,Edenacarnan,22,54.990062699999996,-7.78207605650033
11474,Gortalia,An Leargaidh Mhór,8,54.6212436,-8.56341339741939
11475,Gortanny,Whitecastle,77,55.1330854,-7.217821569205455
11476,Gortaquigley,Raphoe,17,54.870693,-7.582658687184871
11477,Gortaward,Tantallon,18,54.64273,-8.262355078541946
11478,Gortaway,Rathmelton,26,55.034167,-7.588333
11479,Gortcally,An Cheathrú Chaol,53,55.13405435,-7.631021476161248
11480,Gortcormacan,Birdstown,29,55.0705301,-7.3396124
11484,Gortgarra (Aran Island),Árainn Mhór,44,54.98250935,-8.503537580399673
11486,Gortin,Ballyarr,35,54.818008,-7.5758142
11487,Gortin North,Clonleigh North,81,54.85673075,-7.528344628308189
11488,Gortin South,Clonleigh South,6,54.81557455,-7.57489240298913
11489,Gortiness,Allt na Péiste,32,54.82482445,-7.93164869643627
11491,Gortinlieve,Killea,16,55.0033679,-7.43576023239256
11492,Gortinreagh,Clonleigh North,37,54.85280255,-7.554693277528655
11494,Gortleck,Desertegny,90,55.0971491,-7.7420739
11495,Gortlee,Letterkenny Rural,565,54.956825,-7.7243966
11496,Gortletteragh,Stranorlar,12,54.81568445,-7.73142658447617
11497,Gortlosky,Donegal,62,54.6699309,-8.105415366057176
11499,Gortlush,Castleforward,23,55.0012866,-7.4670207
11500,Gortmacall Beg,Millford,100,55.08568955,-7.712671487415797
11501,Gortmacall More,Millford,32,,
11502,Gortnabrade,Carraig Airt,108,55.15928115,-7.773456416652238
11503,Gortnacart Glebe,Ard an Rátha,18,54.7590886,-8.34519646714261
11504,Gortnacor,Grianfort,32,55.2008544,-7.646255888007088
11505,Gortnacorrib,Edenacarnan,72,54.97593955,-7.782234256374101
11507,Gortnagrace,Urney West,21,54.7537159,-7.59017721626368
11509,Gortnaleck,Críoch na Sméar,63,55.0976266,-7.9809197824969145
11510,Gortnalughoge,Ros Goill,9,55.234167,-7.795278
11512,Gortnamuck,Cloghard,36,54.6396697,-8.4883866
11513,Gortnamucklagh,Na Gleannta,440,54.797166250000004,-8.29591316565676
11514,Gortnasate,Anagaire,24,55.033333,-8.4
11515,Gortnasillagh,Na Gleannta,41,54.82745395,-8.337047316194257
11516,Gortnaskea,Birdstown,103,55.0778307,-7.3568024
11517,Gortnaskeagh,Kilmacrenan,53,55.0439427,-7.772088179765809
11518,Gortnatraw North,Fánaid Thiar,20,55.2307649,-7.74959145364132
11519,Gortnatraw South,An Cheathrú Chaol,184,55.146852100000004,-7.651753270260485
11520,Gortnavern (ED Gortnavern),Gortnavern,110,55.01722235,-7.732322646120237
11521,Gortnavern (ED Millford),Millford,11,55.118766550000004,-7.666508539134327
11524,Gortree,Castleforward,98,54.976667,-7.526944
11525,Gortyarrigan,Desertegny,75,55.17642885,-7.4716527135054545
11528,Grahamsland,Castlefinn,326,54.80857035,-7.599556512084444
11529,Grahamstown,Ballintra,11,54.5845051,-8.136888660936528
11530,Grange (ED Burt),Burt,8,55.02366155,-7.507668280854631
11531,Grange (ED Inch Island),Inch Island,120,,
11532,Gransha,Buncrana Rural,110,55.1177159,-7.436250003179639
11533,Grawky,Manorcunningham,10,54.956775449999995,-7.592150025682645
11535,Greaghs,Laghy,43,54.6211668,-7.9968632669354145
11536,Greenan,Loch Iascaigh,24,54.71769065,-8.06352666222968
11537,Greenans,An Ghrafaidh,6,54.7991496,-8.18283376371382
11538,Greenfield,Convoy,105,,
11539,Greenfort Demesne,Grianfort,10,55.19781145,-7.630021501140954
11540,Greenhill (ED Castlewray),Castlewray,64,54.9745555,-7.6611406
11541,Greenhill (ED Dunfanaghy),Dún Fionnachaidh,25,55.157544099999996,-7.991418227977165
11542,Greenhills,Stranorlar,27,,
11543,Grogagh,An Craoslach,31,55.10470685,-7.9172894944809284
11544,Grousehall,Grousehall,37,54.6083602,-7.769223201958864
11545,Grovehall or Newtowngrove,Ballyarr,33,,
11546,Gulladoo,Moville,361,55.21079065,-7.048621320863162
11547,Guystown,Clonleigh North,22,54.8479289,-7.534705418731109
11549,Halftown,Urney West,28,54.7814667,-7.5620536
11550,Hall Demesne,Tantallon,184,54.6396501,-8.196852327886859
11551,Haugh,Haugh,14,54.7003377,-8.107540963218598
11552,Haw (ED Clonleigh South),Clonleigh South,32,54.8162982,-7.5105160280875225
11553,Haw (ED Killea),Killea,64,54.9595419,-7.4686513
11554,Heneys,Haugh,73,54.67896665,-8.088056485512194
11557,Hollands,Clonleigh North,11,54.8613023,-7.511824495710531
11560,Illies,Illies,100,55.148333,-7.331944
11561,Illion (Aran Island),Árainn Mhór,33,54.986180649999994,-8.531350462743653
11562,Imlick,Killea,6,54.9713849,-7.4163818
11563,Inch Level (ED Burt),Burt,12,55.04625125,-7.446175437131462
11571,Inishfad,Ballintra,9,54.5825548,-8.185499911142532
11580,Inniskil (ED Church Hill),Mín an Lábáin,10,54.955595450000004,-7.958597291080217
11581,Inver Glebe,Inver,96,54.65207445,-8.283539383200925
11582,Ironworks,Stranorlar,9,54.80435155,-7.809569822155458
11584,Island Roy,Ros Goill,12,55.1911223,-7.79532035597863
11586,Keadew,Inis Mhic an Doirn,235,54.7909398,-8.4466948
11587,Keadew Upper,Clogher,17,54.707625449999995,-7.952539935419285
11588,Keadew Lower,Clogher,15,,
11589,Keeldrum,Clogher,19,54.6677587,-8.070800434973808
11590,Keeldrum Lower,Gort an Choirce,57,55.112856199999996,-8.149554137111153
11591,Keeldrum Upper,Gort an Choirce,87,55.06958445,-8.169786230631404
11592,Keeloges (ED Church Hill),Mín an Lábáin,77,54.9809238,-7.884142700667811
11594,Keeloges (ED Inver),Inver,56,54.6650245,-8.284792462709671
11595,Keenagh,Ardmalin,25,55.345,-7.314444
11596,Keenaghan (ED Edenacarnan),Edenacarnan,127,55.0147346,-7.77144067742101
11597,Keenaghan (ED Kilcar),Cill Charthaigh,122,54.636813399999994,-8.577857801539473
11601,Keshends,Castleforward,35,54.99837105,-7.475293973969184
11602,Kilaned,Cill Ghabhlaigh,21,54.7041521,-8.736237343595427
11603,Kilbarron,Ballyshannon Rural,116,54.5377582,-8.228385282315518
11604,Kilbeg,Cill Charthaigh,77,54.627276050000006,-8.614082416819137
11605,Kilcaddan,Gleneely,18,54.793056,-7.714167
11606,Kilcar,Cill Charthaigh,57,54.632607,-8.5923665
11607,Kilcasey,Cill Charthaigh,63,54.652778,-8.594722
11609,Kilclooney Beg,Dawros,60,54.822630700000005,-8.443606277830664
11610,Kilclooney More,Dawros,37,54.81421195,-8.436755502760736
11611,Kilconnell or Glebe,Kilmacrenan,88,,
11612,Kilcreen,Rathmelton,44,55.0284324,-7.614994046972084
11613,Kildarragh,Críoch na Sméar,54,55.13179125,-8.000483061618123
11614,Kildoney Glebe,Ballyshannon Rural,86,54.52333735,-8.253489109541537
11615,Kildrum Lower,Killea,49,54.9743127,-7.4092579
11616,Kildrum Upper,Killea,163,54.9796268,-7.418887314014798
11617,Kilgole,Ballintra,9,54.7665226,-8.4183664
11620,Kilkenny,Maas,14,54.7806501,-7.7262502
11621,Kill (ED Carrickart),Carraig Airt,49,55.1470992,-7.8158837
11622,Kill (ED Dunfanaghy),Dún Fionnachaidh,162,55.175496800000005,-7.957513986556677
